english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
A lone pianist plays across tidal flats as countless birds cross a firelit horizon.,Path: EncounterDefinition.prose,,missing,,,tx1_jjsyyuenake4d7fll3okjsc474,row1_vxvtgwe475xk4uftylgfdzpmee,message,,data/exploration.ron:11599:12,rev1_292e962d1c7383fb20fa52b9e3d31e43a67bb19e861a82cfadbef5a4ee9cc814
Follow Rising Flock,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_istw5rfmwto5ghdju4tktqtpcq,row1_kzre7mqzfirqfepunigoqh5b3e,message,,data/exploration.ron:11604:16,rev1_a8449f43bd9232c724c94a1089232ffdc1d6568c786a6ace264e80718bca9f54
Join Pianist's Refrain,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_drbrhglidhgrjcadg6t54gbsm4,row1_hbzgenziigdttlpcjcc6gbjgri,message,,data/exploration.ron:11614:16,rev1_9665d539e2440c04ac96e19d9b7c0b6a52da2f55edf66f5e3eb4a225f16daccd
Change a chosen character card to be a Musician,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_gjwn5ghjm46l2uf7csr3ttcqum,row1_e25xfmlrvwapq6opvnrzs3ltie,message,,data/exploration.ron:11617:24,rev1_b53e24f342514e5e78eec92e8b0aec9ea9b7ec0a68dbd317b6c42010f2d730b5
Choose a Character to become a Musician.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_oj5v2v5ae2fexkesa3yry3fe2u,row1_7bph3uiv4hvshhdpnybmcil4su,message,,data/exploration.ron:11618:40,rev1_aeba12a292fdc8749c292e3f62f753c30ed48fb64bf7e7e2d8ce37471b417645
A ragged caller summons blue-eyed wolves from a firelit haze.,Path: EncounterDefinition.prose,,missing,,,tx1_6fvujsx7zmqr7f2xrntzbwlqmy,row1_imtnidmjdfslunp6rbigjlbsjm,message,,data/exploration.ron:11627:12,rev1_a42038baaf45761b4d6da4f5d3e0db07cec9917f5d9c56e69ff6b3e824162f80
Call Twin Echoes,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_a4ulirge4zsd3zflye2dcrgcwq,row1_ukycvni23sul5qtqzomd5ozz2i,message,,data/exploration.ron:11630:16,rev1_34c1a35baf62eb2b365e3042ce541f5edbb9fa9f7a64f14909876d439972b7e7
Share Packfire,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_e5sxyjghrdkysfvc7cgdkxeknu,row1_p72zhxlv4k4tadp2vwlqbar6x4,message,,data/exploration.ron:11640:16,rev1_52d82e8914a51bff00930d51b5900e42fb3abd67a2296be01bc96bac8e169e4c
A cable-bound Hacker sheds her interface beneath a pale disc as black fragments drift.,Path: EncounterDefinition.prose,,missing,,,tx1_aadslizv3hfuqax3ve764rkj74,row1_3zje72wsrfsbkfxz565bpzfjq4,message,,data/exploration.ron:11653:12,rev1_11087d42dce2b46da15ffeae4b65e476cbc40f2ade1e42821858d0d9d31d87d5
Claim a Lost Chronicle,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_qv4tokwispk64lwc4irwlo4whm,row1_xwytn4m4vbbqvhvjozbidkbje4,message,,data/exploration.ron:11658:16,rev1_0315a33e2b7ce3b223be2eb7f167b3f97eaf88c3692eb96c0cd67b509140d079
Sever Every Connection,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_wzl5l74zekfkmbikcl4scre2ki,row1_3bkpnp2y6t56nu6vcgw3p6etai,message,,data/exploration.ron:11668:16,rev1_838dc9a3def8807071e128da56f72a5f88039b464b13520ac4c6c915a6cb924a
An armored trooper braces a colossal cannon above burning towers as debris whips past.,Path: EncounterDefinition.prose,,missing,,,tx1_inlbodgt4iirtmck3vgww55slm,row1_4aphq7m7dha42iezx5vunw5474,message,,data/exploration.ron:11681:12,rev1_1d145511a9ec6310c29d340794c04c57e6cdec5f9cf2ab26089fd19f4024ea7f
Charge colossal cannon,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_jrjthi7erqpjgj35crq4ap4rz4,row1_yrstu52uhxzxrlszbsvnxlxrjq,message,,data/exploration.ron:11686:16,rev1_470feaeb95231d1c052601bcc373bf55d6bce79b2a00a7ed95f10cb36359e6a5
Reinforce every trooper,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_zdr6eb7mtcwie77kciuxvlidq4,row1_tfesllxqhb3hx3rdfhdugdhbcy,message,,data/exploration.ron:11696:16,rev1_1bc3ce9de15994dafae2e4178068d32adc0a656212948f276cde0a22982f3e3c
A lone mage tears through a towering ruin as blue lightning fractures stone and shadow.,Path: EncounterDefinition.prose,,missing,,,tx1_bxu5vucwmdnrajsspdsw3hamuu,row1_zyr7s7gzorxmj5d2mzzohazbqi,message,,data/exploration.ron:11709:12,rev1_be3632629afb0f7572acfb58bf4417b745058f75dbd673b9239dce888b84f3c0
Shatter and Echo,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_kio2b5ro4n6ufv6v2xgnjzzc2y,row1_gi2fwg7nzm7rhq5druthemta5m,message,,data/exploration.ron:11724:16,rev1_34eda68e6df5d42dbca4361cd9bbb88311de829533b6c30f6d32bd6678aacf97
"Choose one pattern to shatter, then another to echo.",Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_ffuxhtb2aukvu3pesf7l4f6zx4,row1_36ag42upx3w4fxtjgltqpu36ki,message,,data/exploration.ron:11730:40,rev1_412cf42fdbd8f295b0e9bd17c31bf04014783d2ba6f823c6a7221e79af9899c7
Black birds wheel around a solitary figure beneath a lightning-struck ring above open water.,Path: EncounterDefinition.prose,,missing,,,tx1_fyekimulm2gzhdpdr2bhio6nqi,row1_g3n3qsbid6mpjixner5ztucaqi,message,,data/exploration.ron:11739:12,rev1_b7831d7594f3849413a875f6e4591b4e16ef88b58178ee378c5d188c237d0125
Follow Circling Flock,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_h7eeis4xltdmenmvkeqny53w7q,row1_4qclud4rtqbigqznktiqfjgkoy,message,,data/exploration.ron:11744:16,rev1_d268eb6aba6ea8201099b8e6ad75e3dac2850cf8ddfaf2ebada5adf5820eecf3
Cross Crackling Ring,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_k7zjwdn2c4blxooyr4lqwtjdda,row1_llvcp37gup2fbfutyn2oeilk2a,message,,data/exploration.ron:11754:16,rev1_0a9f47903004a986c23c3df8b5a561733906cd322c500f1006685b9d1e4bbd9a
A solitary forager gathers luminous leaves while an ancient tree sheds whispers into blue mist.,Path: EncounterDefinition.prose,,missing,,,tx1_aanma7ce5y4c3qnfy37rvsb75e,row1_tuddbyldnxaxxkwtxdcmxdl6em,message,,data/exploration.ron:11767:12,rev1_2ce4fe8721fffaed3d802aa7076c43c415767a9526fff19f1adad60128daa609
Catch a Golden Whisper,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_xhfgsun6ocg2cx5fxak6o2g554,row1_qs2lcnaqxq4gabc4hiqbddw3ei,message,,data/exploration.ron:11772:16,rev1_d70b13a1a11dfd48f35a0d43e7c3bdbddecc7f9c13d5325abd014bdbfc030913
Choose one altered Event from the falling whispers.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_lojqjgrvtgkdotqpoevgm2eoye,row1_l3bd7moyhnhhaqwkovrzl65jkm,message,,data/exploration.ron:11776:40,rev1_c9ec73e3aa4ac21b170797a8b4c47b83fe3dfcc1b3ea9767982fd0eb0a59447a
Return Echoes to Roots,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_gpjan2ziiwmovsaztjkie7qkze,row1_6op4ottmmynl7q6e2ziwoy57hm,message,,data/exploration.ron:11782:16,rev1_ae135f446a56e7e69be246a62681ace8b22beb123fe852404f188df702433adb
A skeletal colossus rises behind a lone knight as cyan fissures flare across dark ground.,Path: EncounterDefinition.prose,,missing,,,tx1_pg6lvny5gwe6noayuw5rykcsvy,row1_2tuc75nzb4oxrzj2dtnpkdvwlq,message,,data/exploration.ron:11797:12,rev1_8ce1fca9e7a166aafbf6e8a3d67b15d0fd4ef478c5d7f68f40b358ab413d5036
Raise twin followers,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_njkapdcjvidul2dri6lwpxezwq,row1_zrdgcqm5f2mvvdnrbktvy2a37u,message,,data/exploration.ron:11802:16,rev1_85b7e9abeb66c35002b1da80045830996e130cc01c31ffd6d508c80b28c994b0
Choose one offered Character to gain twice.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_premln2odrjgzznpsoxgwpn5si,row1_u6gzovmpw27ixpdnbtugl3pkgu,message,,data/exploration.ron:11806:40,rev1_e96d4bac9782a67770b7913917b3b923a866c09d8d5567806bfd2a8db3014222
"Unmake echoes, awaken souls",Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_z374t5lolqikyzggpjypi6rrum,row1_x5oavlxairexzs53a6ipdfafmq,message,,data/exploration.ron:11812:16,rev1_3d25ce890e98f4050720bcc997fe34637ee67bb327fb22e9ff35d665772f8636
An armored warrior grips twin burning blades while embers whirl through shattered ruins.,Path: EncounterDefinition.prose,,missing,,,tx1_njmt7fm5xfmppv7mjcgvom7ycq,row1_dt47cp4penjpejvao5hbxapnqm,message,,data/exploration.ron:11827:12,rev1_3d5ef594cbb2fa716eb3d3750278d7f51b39a3ecfc28a195ad732935af65a4fc
Call Twin Reinforcements,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_nghjpkxqtoorz5rqpirvtrb6ru,row1_7apq4owyt36xq2pt4lz2io7hbu,message,,data/exploration.ron:11832:16,rev1_d86c27af6a9a892aaa4e9196547cb8bd47c7fda7ac8e6d3366e2c2c5bd6f3fb9
Choose one Warrior pair.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_65ku7asy57lyqcskpkdmr6hl4q,row1_uydqxongencynotprkayna4vb4,message,,data/exploration.ron:11836:40,rev1_e48c6e2a6cc4496652e6151418155ccaa54d268b602ffae8d958662fb667434a
Feed Twin Blades,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_dyjrhq4wl5wkunb5qu2xtamnam,row1_pgxqgit7nbd7qqx63rj2rignzq,message,,data/exploration.ron:11842:16,rev1_8c6f6fdf472946a8055ef3af74400572d6dcf71f978e2dd834c93d554415edd4
"A lone spearman awakens a colossal winged skeleton amid fire, embers, and airborne stone.",Path: EncounterDefinition.prose,,missing,,,tx1_g5lyn7tivnrolmiirsfojgseje,row1_b2svo5hhhvdfftmz4rgzl6wdma,message,,data/exploration.ron:11855:12,rev1_19767f4efc98dcce7d9e0de9b46e137f5dcdaec8651e20a9bf9b80cfd276631e
Call Carrion Thralls,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_lwugbjlyfmxpwbcx3qjf674apy,row1_hq4blsvxrhw6glj6kocy54basq,message,,data/exploration.ron:11860:16,rev1_fa913f816028febb830fef100990ba2d220d2145e961cf5bbde6f97f01b071cd
Wake Ossuary Colossus,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_kagrajaelgbmfhbngk75cobz6q,row1_yc6vls6eriprpj6rf33jgkyere,message,,data/exploration.ron:11870:16,rev1_c6ee3afb2ce637fafe9bf692d95a4e7f5c794228bed1bcb657db8659e1e08199
A skull-faced red spider towers over a lone hunter within a misty jungle.,Path: EncounterDefinition.prose,,missing,,,tx1_2vk62h5gmxwixgbsd3vaajpomu,row1_yvexu2b5oqv6yo5le3oqcet4pm,message,,data/exploration.ron:11886:12,rev1_69f483c2d183309b05cb965cf94dbb29ccd3378a0562a6d8315ddc9a99158fb4
Offer Spider Prey,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_cmcom6ywmoqrjbiay4q3jr7dt4,row1_3ygdhtabcpi6nmtwhetbzbxz4m,message,,data/exploration.ron:11889:16,rev1_b41525deafe6937cd345175c9a16156867326d0e990250b61cccdcf1bbe7c58a
Harvest Crimson Silk,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_tztexqzao6wyfdrw76lvb2emzq,row1_7dgsdew373ei2uciyn4mmxncya,message,,data/exploration.ron:11899:16,rev1_acdbff8654b326b8ec929560daa42a3b810b975f01597ce95732de126dbfc748
"A colossal skull looms above burning graves, its cavern mouth crowded with crosses and embers.",Path: EncounterDefinition.prose,,missing,,,tx1_rjaoyjf3i3r6xv3z4uegojsute,row1_rgjoplcuf7yo2dupo6qtiasqlm,message,,data/exploration.ron:11912:12,rev1_9cafda5575fbb912dcfbcc6e34db18f7e39ab0797e6d1967461dd5fe79136d18
Feed the burial fire,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_t6nti2mujpl743jcf3cjddd3si,row1_jr6frnyqnjgxyc7xgbi55vzslm,message,,data/exploration.ron:11917:16,rev1_297dd7a194de7942279d53d3085f9b95c9f5504c685799b68344ef432d20780c
Rest beneath the skull,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_a6g4imczldq4jznn2yzhlvs7y4,row1_zwwx334ut5stp35dhp2lrpfs5i,message,,data/exploration.ron:11927:16,rev1_2591f53fa04d11814e754269d065c86dc4e60080eddb09c9215711656fea08a0
A solitary horseman crosses crimson ice toward a halo-crowned colossus clutching a luminous sword.,Path: EncounterDefinition.prose,,missing,,,tx1_23ktkc3ac4tinman6ouqg2egha,row1_sorb4tsjez3feycukl3at7u6jy,message,,data/exploration.ron:11943:12,rev1_1697882f624fecc119d0fe7bce9fa3b32910c8d105919c0d3a7d3f1b2863eb49
Read crimson reflections,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_sgml2kaa5k6tyzbmdjgqcopxne,row1_5gtdrxrtgrsxypbiaetca72ute,message,,data/exploration.ron:11948:16,rev1_c32929f9ff6c42186446785ba79f6001d99c0d8b0b86a2bdecf7521ef5a7d38d
Approach silent colossus,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_6sn7wter2zil3gkuakszs52cne,row1_kfrxutjzc2dmg5scmzfw7nuj5a,message,,data/exploration.ron:11958:16,rev1_be914c8ef81a69ece6e0b551f23e02680384411fb4bfb8efa8e8a81d47f15b87
A lone spellcaster spreads both arms as blue-white rings hurl rubble across a dark void.,Path: EncounterDefinition.prose,,missing,,,tx1_km4lusad6o6pzj344ksnwzuyoe,row1_vesop22uroxmxyzqqkc4dlfntq,message,,data/exploration.ron:11971:12,rev1_20ad3af54c17a5c2f08e638a17197ba2ee706e97bad66516e03a0c310645bad2
Stabilize blue rings,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_bl4vrfs4nqd6puhvoign32kmk4,row1_n5basqc6jafvoe6ca5jue7tpte,message,,data/exploration.ron:11976:16,rev1_cec1e0cc5f3a206b526561e5107d6fe818107fe951161391dcb18e094465485c
Release airborne rubble,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_7herebzt373i4qnz4nu6ev7gfa,row1_qsmzwxofgkm2ljevyxmajxpb2a,message,,data/exploration.ron:11986:16,rev1_66bb50d12c62f02489ed8ff0881942cbc08eafb221b84e459e6f8428a2eff55f
"Mirrored mechanisms peel apart around a lone figure, revealing a golden path beyond rain-dark glass.",Path: EncounterDefinition.prose,,missing,,,tx1_iqzjbmbhsnw7mhn7bjqi63fxxe,row1_cso7jqy37j4h4gs4zjd7iut5ii,message,,data/exploration.ron:12001:12,rev1_42ca5c33916d98a890113b422e5ec3066427c09064eb78eb1e7fbc356d029a88
Trace Reflected Paths,Paths: EncounterDefinition.actions.ActionDefinition.label; EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.title,,missing,,,tx1_ndswq5mm4cjtgcesq5fszyjvha,row1_i4k7qaenunuz2db3fmjyntpycy,message,,data/exploration.ron:12006:16; data/exploration.ron:12011:20,rev1_38fe4ebc6c275b3508869549dd3b7a943955bae93c5e69627de989c3598ec5a4
Choose one revealed deck card to copy.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_5u44m7avfja3iuz3mlm4ep4sbm,row1_mubabhtfmdlht4piu7gtanblne,message,,data/exploration.ron:12012:23,rev1_2c805cdcb87c76adab48e8806a50f37de9ad6457b1dbb5d42ed58d6a5729f85f
Walk Singular Light,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_rpq2necqq37qbhzgt3atjun4cq,row1_qhvrjqn2xvdptbevnc5tz3ucee,message,,data/exploration.ron:12019:16,rev1_5abcc7dd870b4993cec36c5e0ab0c6e53da27d1e23c77a9a8f8333bf6135b5b9
Purge all copies of every duplicated card. Every remaining card gains reclaim.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_axwcwaa5m42edjgs3vciyyq6ae,row1_jkj3qabcjitgtuycvsfm3r7pyu,message,,data/exploration.ron:12022:24,rev1_96ca484ae8dcfc7556b61e62a78043d1f44fea47033fcd8d6517363511f272c4
A tattooed archer crosses a rain-soaked battlefield as distant fires glow beyond shattered barricades.,Path: EncounterDefinition.prose,,missing,,,tx1_durinut4q6iiuhkmc4623lyjpe,row1_uptlhl2eoylr3k3kj5yopieh2e,message,,data/exploration.ron:12034:12,rev1_71a3b6b9a7ea49545d1addc8ecdd604cdfe3de1473323bb39b1ff5af1da1ea28
Honor Fallen Warriors,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_5f2ac4e2iphtvki4iwdlml7g6e,row1_ubvjhaikhtbcv4fbniz2ymryey,message,,data/exploration.ron:12039:16,rev1_41eff7af82ce81f64127dce25120b53e341a3de13479888a418e3fd1acd54bcf
Chart Scorched Passage,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_kge2fgxubutdvwzgqc7x2kzbla,row1_2ubzti7wzsotqdsmty5w73ntpa,message,,data/exploration.ron:12049:16,rev1_4e2fd60375a93b1a3e6b9d0e29348b1a542f84d3f10d2d9a983a1e3a7c15357a
A lone astronaut faces a blazing portal amid twisted gantries and drifting embers.,Path: EncounterDefinition.prose,,missing,,,tx1_bfrnu5gzsmgfb7tdal46xg2khe,row1_z4fr2gqxiit5spazjxvmf4myw4,message,,data/exploration.ron:12062:12,rev1_620d450091c1c96f3f4bfbc81d1c60e833ff967126b9f78e2433204d6ef1798a
Pay Passage in Kind,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_d3btslcbyivoxmt2ujigmsoxda,row1_h5p7nw4laystwcffjnibkh3sua,message,,data/exploration.ron:12065:16,rev1_ad91f9bbe83aebee2ca1e31f0da47371a88982808ed4720fa3ebda03aaa9097b
Call Through the Breach,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_6iy527xytoc3xyabg7tc5526dq,row1_6wgr6hxy2blomod4hoegtqz3zu,message,,data/exploration.ron:12079:16,rev1_de9904873f07b7087f0704ede96811bb44b3ca86a62af01edb930204bc83bb71
"A radiant summoner conjures a colossal tentacled shadow amid sparks, thorns, and burning clouds.",Path: EncounterDefinition.prose,,missing,,,tx1_t7wdbn76iftmkqem57iaze5h7e,row1_eznw5g7ykyhgl5sstnsjp3uhtm,message,,data/exploration.ron:12092:12,rev1_ae809ca91f4d9a78b085053698511ae623db5f145f10048f7d9b201e2eb678b2
Summon Survivor Choir,Paths: EncounterDefinition.actions.ActionDefinition.label; EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.title,,missing,,,tx1_2pt2vlxv5mi6qoaxfabid2r76q,row1_zgbeznblqmvl43dodtdkqm3udu,message,,data/exploration.ron:12097:16; data/exploration.ron:12102:20,rev1_905eccff150c7a00485956677de38fb44b17cd3e6d2d78ac4dd34051c802484c
Bind Hungering Shadow,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ibxvzcewugfxyfzi4sl75exwua,row1_dmk2345spd2scoajphfsuopyeq,message,,data/exploration.ron:12110:16,rev1_7a0590d28a8cd181695a3da9acef1bd1b0312d5b7a6fe23e79e26b9b305d9ade
A lone guardian cradles an infant beneath a lightning-wreathed vessel amid floating wreckage.,Path: EncounterDefinition.prose,,missing,,,tx1_jk5k77hlnxutszo2o7pmtnfu7q,row1_huacnqb4dwkkynhxkknqzmyzrm,message,,data/exploration.ron:12125:12,rev1_0ba86cb2286767f19c1141890a210f85f819d1b7be019aadabb67b8f1ce51627
Welcome New Arrivals,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_b63svjo52kepmcbkw526sgakby,row1_3uxnclkpp5oczoqpghbt2fyw64,message,,data/exploration.ron:12130:16,rev1_da4a4debbebcfc2cc9a2a1c2298a6d227edcfb696ff8d4c72ab60b5082855939
Weather First Contact,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_vbbfz4mpfa2pgboa233ub6kb24,row1_uan2apqkjrrqedh4nkqrlyuxdq,message,,data/exploration.ron:12140:16,rev1_c890c86a6cf8cce6cc91b3180f83eccf14085577994c5d1e9bd729fa4ae5108f
A young guitarist plays beside dark mountains as golden lights descend across a violet sky.,Path: EncounterDefinition.prose,,missing,,,tx1_3dgxpu535ux7rql24tdqslgtca,row1_4bocbjigwdemwk25mpvrqsquga,message,,data/exploration.ron:12155:12,rev1_badf98b89cdc9e9c9972e79ed46cd22c0f2bf93de47be9a86bb98ffafd53944b
Catch a Falling Verse,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_wjj6n6b4odhnity4ma725uoisa,row1_gv3dgxnm7qzgsgr7ruznty2qmu,message,,data/exploration.ron:12160:16,rev1_ac9a210d5eb92c9023b83f0af9657e9795d31b48a9e222629e129d54aa7373be
Share Starlit Refrain,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_sqh5l6jv7n324i5mipzbrg4czm,row1_kek2xqae2xvouzik3ufmhiz7yi,message,,data/exploration.ron:12170:16,rev1_6b35f5a3311b526c2eeb7a4db18bfda75e2e8ee8ab2505ef741b2cf809fee5c5
A hooded witch balances pale fire above lava-lit stone beside a smoking volcanic wall.,Path: EncounterDefinition.prose,,missing,,,tx1_kr4bztodpfkyy7now7ddxfdgha,row1_flbfhre5bf4blg6yzcpw2w5qma,message,,data/exploration.ron:12183:12,rev1_08ba2245313902d90756ef3e62b3481d20738a0cf03ce1f868468e0eab96e0ad
Channel Magma Vein,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_fq3spupb67mmo23cqrnodatopq,row1_4q3rms7ohqkowsgnqgjpm5edk4,message,,data/exploration.ron:12188:16,rev1_e7cb2386b4095aa9bac21105ebc0e358c967d5d519787c30bd05d88ebba38686
Bind Pale Flame,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_buejyczmfpzqaweywlnwshhcgy,row1_aawujqvrqkjmuvx6lbqzjo2szy,message,,data/exploration.ron:12198:16,rev1_de60182778f6a457a85b2c64811291d15ee399b00614b3739e722b753047fc4f
"Railgun Reinforcer materializes through cyan static, weapon raised amid broken machinery.",Path: EncounterDefinition.prose,,missing,,,tx1_jmqpcfl2ozgqsls3sgnech7zxq,row1_admbe4eafn6smdpxzp2aubu7vi,message,,data/exploration.ron:12211:12,rev1_046a3834916e5fcaa81c25f0f091515f50c86a1a933431cd5a410cd43b96cb46
Feed Backup Matrix,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_463xftz5ehau5eemap5ic67dbe,row1_cnda6cebhw5nb5kjgm3kynkfvi,message,,data/exploration.ron:12216:16,rev1_9790c678718272b787920f9af9a37f3018d4deaecd24e3ba4b26e72d3dfdb3d2
"First choose a card to dissolve, then choose a different card to reinforce.",Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_ckad5z543fots435qufqpvm4ii,row1_apai43c47i6o4falgpvuo2zk6y,message,,data/exploration.ron:12223:23,rev1_047c1346243f9619005bdceb3ef3304bf1c422769c43ee33e8537be160168395
Trigger Squad Relay,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_2qqefl3nmgs36xaqz2vjjrdx7e,row1_zj2ewoi74ck7h47ufcltlmodte,message,,data/exploration.ron:12232:16,rev1_893de5df68c2379d88804767a1cc1fa4156ad1e711cf435d3e1965e0aacc90ce
A lone Synth stands atop an orbital pinnacle as auroras consume a planet's horizon.,Path: EncounterDefinition.prose,,missing,,,tx1_iktj5wluc3d736tq5vxhv3ckwe,row1_jwdv5sfeemzdqzwwnrzrk46o4q,message,,data/exploration.ron:12245:12,rev1_02dd6a69138d84b585d68354e0d8093ba2a50102f9c49bd2ba4d54b3f6015143
Share the Ascension,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_plqo4lzbdbypdzh5lhtxhhd2uy,row1_gymmy7dlw27agv7dk6djohq3ta,message,,data/exploration.ron:12250:16,rev1_c61f69acb2cb4cb7dc037e10d3bd59db541e8b15cbfe68663c3eec4bc9a8cf22
Let the World Burn,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_7ybxkcwjgytaocchwsxjgk2ppa,row1_km4w4xtkqtjiaejwdq6dikawzq,message,,data/exploration.ron:12260:16,rev1_de0c3f4027f15a653309d1bfa4ba7ed149f2e721532f8e81b3c1ac7661000a3f
A lone observer watches red fire billow into skull-shaped smoke beside a waiting vehicle.,Path: EncounterDefinition.prose,,missing,,,tx1_a4zgenxmkimygghqt6sldqhfpy,row1_adr7n55fxmh7lvubxyx5pv7ju4,message,,data/exploration.ron:12275:12,rev1_8c85e4c8d7731dbef490aa03b7f94f237704205a6514def48a44f7ebe0e55791
Record detonation pattern,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_3mqqt7npicfgw52p3lseqnlfdq,row1_njtuwj7lsnqvncewahwqnk5jei,message,,data/exploration.ron:12280:16,rev1_2d6526eb249f76863b5e5b61a1533866b8f0e3b1389d1403a78708a6005916f8
Ride expanding shockwave,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_5hyjzn5tpdhl37ljoaymzhgth4,row1_f47lfyzpaavyzlar5fi2h7gdte,message,,data/exploration.ron:12290:16,rev1_ea87a49608f6766be93f83b0884888ab1472a606331f049a0e15cc8b1968c3d9
A young spear-bearer confronts a radiant portal amid fractured monoliths and crawling lightning.,Path: EncounterDefinition.prose,,missing,,,tx1_jutom64qc5lo5fw6jzow3t6eze,row1_2kehbvutfm5etysnlswcpunoui,message,,data/exploration.ron:12303:12,rev1_68afd7abb3530e60853e64ac6b122eb725f3bd3555308ffb58cd444c57d2eb9b
Seek a Guardian,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ibx3lvk5ccx5vxm3dil64idyzq,row1_gmmvt6yjqnkkqkmbro7zmn4epa,message,,data/exploration.ron:12308:16,rev1_0c4ef5bec8b4304aec3bd1e7bb281c1c772bb6335d4d7f19f26dfd2508af083e
Choose one offered Warrior waiting beyond the portal.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_hf3bxbmhn327br5njsluzxj6ka,row1_f7uy5sucaltp4nekoyq4l4t6i4,message,,data/exploration.ron:12312:40,rev1_ab80c74f7a1ab624b83babeb47616307944937f0f82d6ea36ac2aaa47f348887
