MTG Name,Rules,Cost,Spark,Fast?,Interrupt?,Type,Tags
Dismember,"You may play this card for 0● by giving the opponent 5⍟.

Dissolve an enemy.",3,,TRUE,TRUE,Event,
Disciple of the Third Eye,Discard a card: An event in your void gains reclaim until end of turn.,1,1,FALSE,FALSE,Other,
Sylvan Emissary,"1●, Return an ally to hand: An ally gains +1✦.",2,2,FALSE,FALSE,Spirit Animal,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
,,,,FALSE,FALSE,,
